    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_1: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_2: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_3: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_4: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_5: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_6: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_7: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_8: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_9: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_10: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_11: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_12: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_13: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_14: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_15: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_16: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_17: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_18: killed
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_83: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_84: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_85: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_86: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_87: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_88: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_89: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_90: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_91: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_92: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_93: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_94: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_95: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_96: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_97: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_unload_entry_cleanup__mutmut_98: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_1: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_2: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_3: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_4: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_5: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_6: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_7: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_8: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_9: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_10: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_11: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_12: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_13: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_14: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_15: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_16: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_17: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_18: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_19: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_20: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_21: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_22: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_23: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_24: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_25: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_26: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_27: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_28: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_29: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_30: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_31: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_32: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_33: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_34: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_35: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_36: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_37: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_38: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_39: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_40: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_41: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_42: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_43: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_44: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_45: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_46: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_47: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_48: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_49: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_50: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_51: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_52: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_53: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_54: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_55: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_56: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_57: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_58: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_59: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_60: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_61: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_62: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_63: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_64: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_65: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_66: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_67: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_68: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_69: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_70: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_71: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_72: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_73: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_74: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_75: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_76: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_77: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_78: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_79: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_80: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_81: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_82: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_83: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_84: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_85: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_86: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_87: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_88: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_89: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_90: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_91: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_92: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_93: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_94: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_95: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_96: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_97: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_98: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_99: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_100: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_101: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_102: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_103: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_104: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_105: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_106: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_107: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_108: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_109: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_110: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_111: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_112: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_113: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_114: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_115: no tests
    custom_components.ev_trip_planner.services.cleanup.x_async_remove_entry_cleanup__mutmut_116: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_1: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_2: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_3: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_4: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_5: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_6: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_7: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_8: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_9: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_10: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_11: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_12: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_13: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_14: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_15: survived
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_16: killed
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_17: survived
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_18: survived
    custom_components.ev_trip_planner.services.dashboard_helpers.x__register_static_paths_legacy__mutmut_19: survived
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_1: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_2: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_3: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_4: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_5: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_6: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_7: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_8: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_9: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_10: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_11: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_12: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_13: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_14: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_15: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_16: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_17: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_18: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_19: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_20: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_21: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_22: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_23: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_24: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_25: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_26: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_27: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_28: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_29: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_30: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_31: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_32: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_33: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_34: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_35: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_36: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_37: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_38: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_39: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_40: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_41: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_42: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_43: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_44: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_45: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_46: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_47: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_48: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_49: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_50: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_51: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_52: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_53: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_54: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_55: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_56: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_57: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_58: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_59: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_60: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_61: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_62: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_63: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_64: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_65: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_66: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_67: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_68: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_69: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_70: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_71: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_72: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_73: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_74: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_75: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_76: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_77: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_78: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_79: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_80: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_81: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_82: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_83: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_84: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_85: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_86: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_87: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_88: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_89: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_static_paths__mutmut_90: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_1: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_2: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_3: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_4: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_5: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_6: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_7: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_8: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_9: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_10: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_11: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_12: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_13: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_14: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_15: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_16: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_17: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_18: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_19: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_20: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_21: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_22: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_23: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_24: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_25: no tests
    custom_components.ev_trip_planner.services.dashboard_helpers.x_async_register_panel_for_entry__mutmut_26: no tests
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_1: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_2: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_3: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_4: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_5: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_6: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_7: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_8: killed
